拉丁名,纬度-Latitude,经度 - Longitude
Panax bipinnatifidus,28.1072,85.9986
Panax japonicus,28.385,98.78583
Panax pseudoginseng,25.135833,102.744444
Pentapanax parasiticus,29.32,95.33
Trevesia palmata,25.25,106.17
Acronema alpinum,29.15,92.58
Acronema brevipedicellatum,28.932073,99.79929
Acronema chienii,32.265516,100.978754
Acronema commutatum,35.86,104.2
Acronema gracile,28.85,85.29
Acronema graminifolium,32.075,97.0386
Acronema handelii,27.82308,99.706013
Acronema hookeri,32.15,97.045
Acronema johrianum,31.49,98.21
Acronema muscicola,35.86,104.2
Acronema nervosum,32.2558,96.3258
Acronema paniculatum,29.88,93.24
Acronema schneideri,24.25111,101.865
Acronema tenerum,29.85,95.76
Acronema xizangense,29.215697,94.213461
Acronema yadongense,27.48,88.9
Angelica apaensis,26.088547,103.176727
Angelica paeoniifolia,29.04,93.07
Anthriscus nemorosa,32.075,97.038611
Anthriscus sylvestris,25.77,100.02
Apium graveolens,30.27,120.17
Arcuatopterus sikkimensis,30.8503,101.277
Arcuatopterus thalictrioideus,29.914155,102.234618
Bupleurum alatum,28.17,85.98
Bupleurum candollei,28.66,97.46
Bupleurum commelynoideum,27.928607,101.279419
Bupleurum commelynoideum var. flaviflorum,30.05,96.91
Bupleurum dalhousieanum,28.66,97.46
Bupleurum gracillimum,28.37,90.8
Bupleurum hamiltonii,25.012526,102.700013
Bupleurum longicaule,25.8333,99.9833
Bupleurum longicaule var. amplexicaule,35.86,104.2
Bupleurum longicaule var. giraldii,33.52,107.99
Bupleurum malconense,33.06,107.03
Bupleurum marginatum,31.82,108.62
Bupleurum marginatum var. stenophyllum,28.66,97.46
Bupleurum petiolulatum,28.85,85.29
Bupleurum petiolulatum var. tenerum,28.85,85.29
Bupleurum rockii,28.53388,98.87666
Bupleurum shanianum,30.87,102.68
Bupleurum smithii,27.03,100.23
Bupleurum triradiatum,28.65694,98.93333
Bupleurum yunnanense,28.93,92.22
Carum buriaticum,33,97.1
Carum carvi,32.927222,97.266667
Centella asiatica,35.86,104.2
Chaerophyllopsis huai,28.66,97.46
Chaerophyllum villosum,35.86,104.2
Chamaesium mallaeanum,28.55,85.3
Chamaesium novemjugum,29.58333,94.71667
Chamaesium paradoxum,29.85,102.25
Chamaesium spatuliferum var. minor,29.83,91.73
Chamaesium thalictrifolium,32.75,103.83333
Chamaesium viridiflorum,30.41667,101.83333
Conioselinum acuminatum,35.86,104.2
Coriandrum sativum,32.059064,119.418318
Cortia depressa,29.68,89.09
Cortiella caespitosa,32.05,118.79
Cortiella cortioides,27.48,88.9
Cortiella hookeri,29.22,91.77
Cortiella yatungensis,35.86,104.2
Cyclorhiza peucedanifolia,26.876096,100.229945
Cyclorhiza waltonii,26.11116,99.951049
Daucus carota,35.97,110.84
Dickinsia hydrocotyloides,35.86,104.2
Eriocycla nuda,28.65,87.12
Eriocycla nuda var. purpurascens,28.65,87.12
Eryngium foetidum,23.22,108.22
Ferula jaeschkeana,31.48,79.8
Foeniculum vulgare,25.012526,102.700013
Hansenia forbesii,28.71,99.28
Hansenia himalayensis,29,93.95
Hansenia weberbaueriana,31.2422,99.8614
Harrysmithia heterophylla,36.519977,103.891767
Heracleum barmanicum,35.86,104.2
Heracleum candicans,31.712092,88.118532
Heracleum candicans var. obtusifolium,28.328636,103.132181
Heracleum canescens,28.85,85.3
Heracleum forrestii,29.037008,100.298406
Heracleum franchetii,35.773359,96.04683
Heracleum kingdonii,27.80083,98.68444
Heracleum nyalamense,28.17,85.98
Heracleum scabridum,31.08,103.26
Heracleum subtomentellum,26.876096,100.229945
Hymenidium album,28.224664,99.960356
Hymenidium amabile,28.646838,98.626485
Hymenidium apiolens,29.7786,94.7247
Hymenidium astrantioideum,28.383889,99
Hymenidium chloroleucum,30.1469,101.86
Hymenidium davidii,35.86,104.2
Hymenidium decurrens,35.86,104.2
Hymenidium delavayi,28.224664,99.960356
Hymenidium dentatum,28.224664,99.960356
Hymenidium foetens,28.224664,99.960356
Hymenidium hedinii,31.513425,89.156381
Hymenidium heracleifolium,29.63,94.36
Hymenidium heterosciadium,27.82308,99.706013
Hymenidium hookeri,33.0528,98.0036
Hymenidium lhasanum,28.224664,99.960356
Hymenidium lindleyanum,38.290317,75.02075
Hymenidium macrochlaenum,28.85,85.29
Hymenidium mieheanum,28.224664,99.960356
Hymenidium nubigenum,31.41,95.59
Hymenidium pilosum,27.48,88.9
Hymenidium pulszkyi,33.3769,100.29
Hymenidium stellatum,28.66,97.46
Hymenidium szechenyii,34.59,100.56
Hymenidium wilsonii,32.983333,103.666667
Hymenidium wrightianum,28.36,87.76
Hymenidium yunnanense,28.224664,99.960356
Hymenolaena candollei,32.5739,97.2106
Kailashia bouffordii,31.332778,98.128611
Kailashia xizangensis,31.47,79.8
Keraymonia cortiformis,28.55,85.3
Libanotis depressa,32.775621,96.67737
Ligusticopsis angelicifolia,31.08,103.26
Ligusticopsis brachyloba,35.86,104.2
Ligusticopsis daucoides,31.6281,100.2381
Ligusticopsis involucrata,31.4169,96.6917
Ligusticopsis nana,28.200949,101.15329
Ligusticopsis scapiformis,28.48611,98.911543
Ligusticopsis violacea,28.337315,101.2412
Ligusticopsis wallichiana,27.82308,99.706013
Ligusticopsis xizangensis,29.63521,94.408318
Ligusticum littledalei,30.32,90.58
Ligusticum mucronatum,32.95,94.37
Ligusticum nematophyllum,32.637983,103.59895
Ligusticum oliverianum,35.86,104.2
Ligusticum pteridophyllum,22.983563,103.687613
Ligusticum thomsonii,32.95,94.37
Meeboldia achilleifolia,29.63,94.36
Meeboldia delavayi,29.1031,99.6319
Meeboldia linearis,29.1031,99.6319
Meeboldia microloba,29.666667,94.266667
Nothosmyrnium japonicum,28.63611,98.66555
Nothosmyrnium xizangense,29.7547,91.9375
Nothosmyrnium xizangense var. simpliciorum,29.63,94.36
Oenanthe hookeri,35.86,104.2
Oenanthe javanica,28.01666,98.61666
Oenanthe linearis,35.86,104.2
Oenanthe thomsonii,35.86,104.2
Oreocome arguta,29.85,95.76
Oreocome striata,28.85,85.29
Oreocomopsis dochenensis,27.82308,99.706013
Oreocomopsis xizangensis,29.32483,95.326681
Osmorhiza aristata,31.712092,88.118532
Osmorhiza aristata var. laxa,28.66,97.46
Pachypleurum lhasanum,29.99605,100.269814
Pachypleurum nyalamense,27.2822,100.85195
Peucedanum lhasense,38.073254,104.69114
Peucedanum turgeniifolium,32.15,97.045
Physospermopsis handelii,35.86,104.2
Physospermopsis kingdon-wardii,35.86,104.2
Physospermopsis muliensis,27.207777,98.708885
Physospermopsis nana,29.6114,94.6542
Physospermopsis obtusiuscula,27.48,88.9
Physospermopsis rubrinervis,27.71,102.8
Physospermopsis shaniana,26.088547,103.176727
Pimpinella acuminata,28.85,85.29
Pimpinella caudata,32.080556,97.007222
Pimpinella chungdienensis,29.63,94.36
Pimpinella diversifolia,36.519977,103.891767
Pimpinella filipedicellata,31.1,121.3667
Pimpinella kingdon-wardii,35.86,104.2
Pimpinella nyingchiensis,30.0194,95.0014
Pimpinella pimpinellisimulacrum,31.1,121.3667
Pimpinella purpurea,35.86,104.2
Pimpinella rhomboidea,23.36561,103.388085
Pimpinella sikkimensis,35.86,104.2
Pimpinella smithii,30.952778,102.296667
Pimpinella tibetanica,35.86,104.2
Pimpinella wallichiana,28.66,97.46
Pimpinella wallichii,29.63,94.36
Pimpinella xizangensis,28.42,92.47
Pleurospermopsis sikkimensis,31.7061,102.314
Pleurospermum aromaticum,36.519977,103.891767
Pleurospermum rupestre,33.38,79.73
Pternopetalum arunachalense,27.223448,114.194815
Pternopetalum caespitosum,32.38,109.36
Pternopetalum cardiocarpum,35.86,104.2
Pternopetalum davidii,25.7667,100.017
Pternopetalum delavayi,29.7692,95.6854
Pternopetalum longicaule,29.9,94.87
Pternopetalum molle,26.01,98.66
Pternopetalum senii,27.223448,114.194815
Pternopetalum subalpinum,35.86,104.2
Pternopetalum trifoliatum,31.905842,102.206261
Pternopetalum vulgare,36.519977,103.891767
Pterocyclus angelicoides,28.85,85.29
Pterocyclus rotundatus,28.85,85.29
Pterocyclus tibeticus,29.7786,94.7247
Pterocyclus wolffianus,28.85,85.29
Sanicula astrantiifolia,35.86,104.2
Sanicula elata,43.866,126.6
Sanicula giraldii,29.58,94.93
Sanicula orthacantha,29.24,117.86
Sanicula rugulosa,29.85,95.76
Sanicula serrata,35.86,104.2
Schulzia dissecta,28.65,87.12
Selinum cryptotaenium,25.012526,102.700013
Semenovia gyirongensis,28.563925,108.503873
Semenovia malcolmii,35.74523,94.317009
Semenovia montana,35.74523,94.317009
Seseli nortonii,28.35,90.9
Seseli purpureovaginatum,31.93,94.03
Similisinocarum normanianum,0,0
Sinocarum coloratum,33.3564,99.5619
Sinocarum cruciatum,35.86,104.2
Sinocarum cruciatum var. linearilobum,35.86,104.2
Sinocarum dolichopodum,27.42,101.5
Sinocarum filicinum,32.3,84.06
Sinocarum pauciradiatum,35.86,104.2
Sinocarum pulchellum,35.86,104.2
Sinocarum vaginatum,25.584234,100.222124
Sinocarum wolffianum,28.3,90.85
Sinolimprichtia alpina,32.2792,96.2731
Sinolimprichtia alpina var. dissecta,35.86,104.2
Sium ventricosum,30.47,91.09
Sphallerocarpus gracilis,44.338,129.484
Spuriopimpinella arguta,27.813778,98.497772
Tetrataenium bivittatum,35.86,104.2
Tetrataenium nepalense,35.86,104.2
Tetrataenium sublineare,24.538798,106.991322
Tetrataenium wallichii,35.86,104.2
Tetrataenium yunnanense,29.32,95.33
Tongoloa dunnii,31.042327,110.340757
Tongoloa gracilis,32.2808,96.4631
Tongoloa loloensis,28.93,99.79
Tongoloa pauciradiata,30.368117,102.81464
Tongoloa silaifolia,33.976206,107.249372
Tongoloa taeniophylla,32.2808,96.4631
Tongoloa tenuifolia,31.49,98.21
Tordyliopsis brunonis,27.98,87.23
Torilis japonica,36.519977,103.891767
Trachydium involucellatum,28.48611,98.911543
Trachydium roylei,35.4242,99.3881
Trachydium subnudum,28.85,90.45
Trachydium tibetanicum,35.86,104.2
Trachyspermum ammi,37.271969,79.738855
Trachyspermum scaberulum,29.04,93.07
Trachyspermum triradiatum,31.899166,102.222451
Vicatia coniifolia,28.66,97.46
Vicatia thibetica,29.7385,91.1148
Species,29.68,115.67
Cycas panzhihuaensis,25.012526,102.700013
Fimbristylis aestivalis,22.54,114.05
Abies chayuensis,28.66,97.46
Abies delavayi var. delavayi,35.86,104.2
Abies delavayi var. motuoensis,28.2,90.82
Abies densa,31.712092,88.118532
Abies ernestii var. ernestii,26.883333,100.233333
Abies ernestii var. salouenensis,26.883333,100.233333
Abies fabri,29.366667,103.083333
Abies fargesii var. fargesii,31.95,102.65
Abies fargesii var. faxoniana,31.084,103.267
Abies ferreana,28.33,99.76
Abies forrestii,28.491111,98.939722
Abies georgei var. georgei,27.6839,98.4917
Abies georgei var. smithii,27.6839,98.4917
Abies nukiangensis,35.86,104.2
Abies recurvata,30.05,102.05
Abies spectabilis,28.3523,85.7833
Abies squamata,30.05,102.05
Keteleeria evelyniana,25.6667,100
Larix gmelinii var. gmelinii,37.359,118.157
Larix gmelinii var. principis-rupprechtii,39.879848,114.630747
Larix griffithii,27.48,88.9
Larix himalaica,28.85,85.29
Larix kaempferi,38.847412,121.287324
Larix mastersiana,30.511499,103.481974
Larix olgensis,42.786504,128.514494
Larix potaninii var. australis,28.48611,98.911543
Larix potaninii var. potaninii,35.86,104.2
Larix speciosa,28.66,97.46
Picea asperata var. asperata,30.91,102.54
Picea asperata var. aurantiaca,30.055305,101.96483
Picea aurantiaca var. retroflexa,31.68,103.85
Picea brachytyla var. brachytyla,35.86,104.2
Picea brachytyla var. complanata,35.86,104.2
Picea crassifolia,34.658333,100.626944
Picea likiangensis var. hirtella,29,101.5
Picea likiangensis var. likiangensis,35.86,104.2
Picea likiangensis var. linzhiensis,35.86,104.2
Picea likiangensis var. montigena,30.055305,101.96483
Picea likiangensis var. rubescens,31.13,97.18
Picea purpurea,35.39,102.06
Picea schrenkiana,44.43,84.67
Picea smithiana,28.85,85.29
Picea spinulosa,28.2,90.82
Picea wilsonii,33.76667,108.33361
Pinus armandii,25.75,100.1
Pinus bhutanica,27.9106,98.4111
Pinus densata,36.519977,103.891767
Pinus gerardiana,31.47,79.8
Pinus massoniana,36.519977,103.891767
Pinus roxburghii,28.85,85.29
Pinus sylvestris var. mongolica,49.18333,125.21667
Pinus tabulaeformis,23.012914,104.394161
Pinus wallichiana,35.86,104.2
Pinus yunnanensis var. pygmaea,28.01,102.84
Pinus yunnanensis var. yunnanensis,24.8019,98.795
Pseudotsuga forrestii,35.86,104.2
Tsuga chinensis var. chinensis,27.731667,117.642222
Tsuga chinensis var. forrestii,29,101.5
Tsuga dumosa,30.583333,101.65
Tsuga oblongisquamata,30.87,101.89
Cunninghamia lanceolata var. konishii,24.046484,105.055261
Cunninghamia lanceolata var. lanceolata,24.44,114.93
Taiwania cryptomerioides,26.58,107.97
Cupressus chengiana var. chengiana,32.28,105.52
Cupressus chengiana var. jiangeensis,30.055305,101.96483
Cupressus duclouxiana,35.86,104.2
Cupressus funebris,26.4,110.8
Cupressus gigantea,29.04,93.07
Cupressus torulosa,28.48611,98.911543
Juniperus convallium var. convallium,31.39,100.67
Juniperus convallium var. microsperma,29.85,95.76
Juniperus formosana,33.897778,104.5875
Juniperus indica,28.48611,98.911543
Juniperus komarovii,38.073254,104.69114
Juniperus pingii var. pingii,24.976725,101.487417
Juniperus pingii var. wilsonii,29.155,100.088
Juniperus przewalskii,34.75,100.22
Juniperus recurva var. coxii,25.012526,102.700013
Juniperus recurva var. recurva,28.85,85.29
Juniperus rigida,42.892,129.254
Juniperus sabina var. erectopatens,31.389362,103.517258
Juniperus sabina var. sabina,38.073254,104.69114
Juniperus saltuaria,36.519977,103.891767
Juniperus sibirica,26.876096,100.229945
Juniperus squamata,33.983622,117.991478
Juniperus tibetica,33.0222,97.2689
Podocarpus neriifolius,25.39996,112.948819
Cephalotaxus fortunei var. alpina,27.177166,99.28717
Cephalotaxus fortunei var. fortunei,23.1868,113.3642
Cephalotaxus hainanensis,19.134444,109.261667
Cephalotaxus lanceolata,27.69,98.3008
Cephalotaxus sinensis,26.138889,110.679167
Amentotaxus argotaenia,23.74326,114.699884
Amentotaxus assamica,25.371037,102.5797
Taxus wallichiana var. chinensis,25.3425,116.834167
Taxus wallichiana var. mairei,27.7131,98.5261
Taxus wallichiana var. wallichiana,27.7061,98.3825
Torreya fargesii var. yunnanensis,35.86,104.2
Ephedra equisetina,0,0
Ephedra gerardiana,24.976725,101.487417
Ephedra intermedia,27.12912,100.23568
Ephedra likiangensis,35.86,104.2
Ephedra minuta,27.82308,99.706013
Ephedra monosperma,32.102778,97.041944
Ephedra przewalskii,42.6,85.5
Ephedra saxatilis,26.876096,100.229945
Ephedra sinica,43.86666,120.08333
Gnetum pendulum,35.86,104.2
Nymphaea alba,30.27,120.17
Nymphaea tetragona,40.02,116.21
Illicium burmanicum,24.615701,100.709787
Illicium griffithii,28.26,108.11
Illicium macranthum,35.86,104.2
Illicium merrillianum,35.86,104.2
Illicium simonsii,35.86,104.2
Illicium wardii,27.740736,98.66582
Kadsura heteroclita,31.084,103.267
Schisandra bicolor,25.570976,111.945802
Schisandra grandiflora,36.519977,103.891767
Schisandra lancifolia,29.914155,102.234618
Schisandra mengtzeana,22.87,103.23
Schisandra neglecta,27.7197,98.5753
Schisandra propinqua,35.86,104.2
Schisandra pubescens,29.157849,107.099276
Schisandra rubriflora,35.86,104.2
Schisandra sphaerandra,35.86,104.2
Schisandra sphenanthera,34.5,105.833333
Houttuynia cordata,27.72278,120.16306
Peperomia heyneana,25.2975,98.7953
Peperomia tetraphylla,31.82,108.62
Piper boehmeriifolium,35.97,116.35
Piper infossum var. infossum,28.66,97.46
Piper infossum var. nudum,29.32,95.33
Piper macropodum,29.32,95.33
Piper mullesua,29.32,95.33
Piper pedicellatum,35.86,104.2
Piper rhytidocarpum,26.293056,110.789167
Piper semiimmersum,22.46,107.83
Piper suipigua,29.32,95.33
Piper sylvaticum,29.32,95.33
Piper thomsonii,29.32,95.33
Piper wallichii,31.82,108.62
Aristolochia cucurbitoides,24.388378,106.006265
Aristolochia delavayi,27.374855,100.371211
Aristolochia gentilis,27.92,101.27
Aristolochia griffithii,28.36,87.76
Aristolochia macrocarpa,28.67,97.47
Aristolochia moupinensis,35.86,104.2
Aristolochia thibetica,35.86,104.2
Aristolochia wardiana,27.715027,98.502167
Asarum himalaicum,25.98194,98.67055
Knema lenta,22.010889,100.79926
Alcimandra cathcartii,35.86,104.2
Magnolia delavayi,21.99424,100.806145
Magnolia globosa,29.32,95.33
Magnolia rostrata,35.86,104.2
Magnolia sinensis,31.084,103.267
Magnolia wilsonii,26.56023,100.176429
Manglietia caveana,29.32,95.33
Manglietia insignis,35.86,104.2
Michelia champaca,18.74,109.17
Michelia doltsopa,35.86,104.2
Michelia floribunda,35.86,104.2
Michelia kisopa,25.032903,101.546159
Michelia velutina,35.86,104.2
Michelia yunnanensis,24.9333,102.483
Parakmeria nitida,35.86,104.2
Talauma hodgsonii,29.32,95.33
Yulania campbellii,30,94.88
Yulania dawsoniana,30.066708,102.758313
Dasymaschalon rostratum,18.252625,109.511923
Fissistigma retusum,28.71924,109.438684
Polyalthia chinensis,29.32,95.33
Illigera cordata var. mollissima,26.58,101.71
Illigera grandiflora var. grandiflora,35.86,104.2
Actinodaphne obovata,29.32,95.33
Actinodaphne tsaii,24.974167,98.729167
Alseodaphne andersonii,29.32,95.33
Alseodaphne petiolaris,21.475834,101.56752
Beilschmiedia robusta,29.32,95.33
Beilschmiedia roxburghiana,29.32,95.33
Cinnamomum bejolghota,27.7589,98.3378
Cinnamomum contractum,29.63,94.36
Cinnamomum glanduliferum,28.1147,98.3164
Cinnamomum iners,35.86,104.2
Cinnamomum subavenium,25.22845,113.217309
Cinnamomum tamala,24.580446,99.92854
Cinnamomum wilsonii,26.466667,111.316667
Cryptocarya amygdalina,29.32,95.33
Dodecadenia grandiflora var. grandiflora,35.86,104.2
Dodecadenia grandiflora var. griffithii,35.86,104.2
Lindera communis,28.433333,110.4
Lindera doniana,31.463072,120.38427
Lindera erythrocarpa,24.983333,112.833333
Lindera floribunda,26.466667,111.316667
Lindera fragrans,31.911853,107.244995
Lindera fruticosa var. fruticosa,29.32,95.33
Lindera gracilipes,23.125462,104.702829
Lindera kariensis,35.86,104.2
Lindera latifolia,24.8308,98.7678
Lindera limprichtii,31.46667,103.58333
Lindera longipedunculata,35.86,104.2
Lindera megaphylla,26.466667,111.316667
Lindera motuoensis,29.3253,95.333197
Lindera nacusua,28.0561,98.3364
Lindera neesiana,30.353794,119.436458
Lindera obtusiloba var. heterophylla,35.86,104.2
Lindera obtusiloba var. obtusiloba,27.7656,98.6031
Lindera pulcherrima var. hemsleyana,29.6008,102.068
Lindera pulcherrima var. pulcherrima,29.6008,102.068
Lindera supracostata,27.905,98.6594
Lindera thomsonii,35.86,104.2
Lindera tienchuanensis,31.084,103.267
Lindera villipes,29.32,95.33
Litsea albescens,26.466667,111.316667
Litsea balansae,22.983563,103.687613
Litsea biflora,29.32,95.33
Litsea chengshuzhii,26.466667,111.316667
Litsea chinpingensis,35.86,104.2
Litsea chunii var. chunii,27.99,108.4
Litsea chunii var. likiangensis,30.055305,101.96483
Litsea coelestis,29.32,95.33
Litsea cubeba,26.466667,111.316667
Litsea depressa,26.466667,111.316667
Litsea elongata,24.983333,112.833333
Litsea gongshanensis,35.86,104.2
Litsea monantha,25.742153,110.040006
Litsea greenmaniana,35.86,104.2
Litsea kingii,27.12,100.22
Litsea liboshengii,26.466667,111.316667
Litsea longistaminata,22.010889,100.79926
Litsea mishmiensis,26.466667,111.316667
Litsea mollis,31.331599,110.783718
Litsea monopetala,35.86,104.2
Litsea moupinensis,33.79405,108.863767
Litsea populifolia,30.066708,102.758313
Litsea pungens,30.353794,119.436458
Litsea rubescens var. rubescens,25.2161,98.4961
Litsea rubescens var. yunnanensis,35.86,104.2
Litsea sericea,29.58,94.92
Litsea taronensis,35.86,104.2
Litsea tibetana,29.32,95.33
Litsea umbellata,22.010392,107.325268
Litsea vang var. lobata,23.15,99.25
Litsea veitchiana,29.052294,110.477656
Machilus chayuensis,29.85,95.76
Machilus chrysotricha,26.876096,100.229945
Machilus dumicola,35.86,104.2
Machilus duthiei,28.07554,98.92133
Machilus gamblei,35.86,104.2
Machilus gongshanensis,35.86,104.2
Machilus kurzii,35.86,104.2
Machilus nanmu,29.671778,115.989221
Machilus obscurinervis,29.32,95.33
Machilus ovatiloba,26.466667,111.316667
Machilus robusta,35.86,104.2
Machilus rufipes,25.98,98.708056
Machilus salmonea,29.32,95.33
Machilus shweliensis,35.86,104.2
Machilus viridis,28,98.83333
Machilus yunnanensis var. tibetana,27.897245,102.265266
Machilus yunnanensis var. yunnanensis,35.86,104.2
Neocinnamomum delavayi,35.86,104.2
Neocinnamomum mekongense,35.86,104.2
Neolitsea aurata var. glauca,29.383203,106.523824
Neolitsea conigemma,29.32,95.33
Neolitsea homilantha,35.86,104.2
Neolitsea levinei,26.466667,111.316667
Neolitsea pallens,28.85,85.29
Neolitsea sutchuanensis,35.86,104.2
Phoebe chinensis,29.914155,102.234618
Phoebe faberi,29.3,106.266667
Phoebe flaucifolia,26.466667,111.316667
Phoebe forrestii,25.7167,100.033
Phoebe legendrei,29.000343,101.507299
Phoebe motuonan,29.33,95.33
Sinosassafras flavinervium,26,98.65
Chloranthus erectus,21.957355,100.452547
Chloranthus multistachys,25.39996,112.948819
Acorus gramineus,31.22222,121.45806
Acorus gramineus,31.22222,121.45806
Alocasia odora,22.792186,103.086573
Amorphophallus kachinensis,35.86,104.2
Arisaema aridum,35.86,104.2
Arisaema auriculatum,35.86,104.2
Arisaema brevipes,28.36,87.76
Arisaema calcareum,23.125462,104.702829
Arisaema candidissimum,27.42,101.5
Arisaema ciliatum,27.129911,100.231216
Arisaema concinnum,35.86,104.2
Arisaema costatum,27.48,88.9
Arisaema decipiens,25.020615,98.490007
Arisaema echinatum,35.86,104.2
Arisaema elephas,28.554836,99.822357
Arisaema erubescens,28.66,97.46
Arisaema exappendiculatum,28.66,97.46
Arisaema flavum,29.67,91.05
Arisaema franchetianum,35.86,104.2
Arisaema galeatum,35.86,104.2
Arisaema griffithii,28.36,87.76
Arisaema handelii,35.86,104.2
Arisaema heterophyllum,31.16986,121.408999
Arisaema intermedium,35.86,104.2
Arisaema jacquemontii,27.189425,100.11335
Arisaema lichiangense,36.519977,103.891767
Arisaema lineare,29.523376,103.33726
Arisaema multisectum,29.980513,103.013166
Arisaema nepenthoides,25.9939,98.6519
Arisaema parvum,30.06,102.75
Arisaema propinquum,35.86,104.2
Arisaema rhizomatum var. nudum,24.68123,105.334672
Arisaema rhizomatum var. rhizomatum,24.68123,105.334672
Arisaema saxatile,26.56023,100.17643
Arisaema sinii,24.045429,109.85442
Arisaema smitinandii,29.523376,103.33726
Arisaema souliei,26.679722,106.33697
Arisaema speciosum,0,0
Arisaema tengtsungense,35.86,104.2
Arisaema tortuosum,35.86,104.2
Arisaema utile,35.86,104.2
Arisaema wardii,34.601944,103.390556
Arisaema wattii,35.86,104.2
Arisaema wilsonii,29.523376,103.33726
Arisaema xiangchengense,29.1031,99.6319
Arisaema yunnanense,26.993273,100.195503
Colocasia affinis,21.979228,101.235405
Colocasia antiquorum,35.86,104.2
Colocasia esculenta,29.73797,103.231884
Colocasia fallax,29.496119,103.398589
Lasia spinosa,22.08,109.87
Lemna aequinoctialis,25.4,112.95
Lemna minor,33.33,105.6
Lemna trisulca,33.77,106.08
Pinellia ternata,27.626389,117.966389
Pistia stratiotes,26.32,116.34
Pothos chinensis,35.86,104.2
Pothos repens,20.44,110.2
Pothos scandens,35.86,104.2
Remusatia hookeriana,24.8308,98.7678
Remusatia pumila,35.86,104.2
Remusatia vivipara,28.36,87.76
Rhaphidophora crassicaulis,22.007463,100.788719
Rhaphidophora decursiva,22.009449,100.78511
Rhaphidophora dulongensis,35.86,104.2
Rhaphidophora glauca,24.805305,98.527725
Rhaphidophora hongkongensis,35.86,104.2
Rhaphidophora hookeri,35.86,104.2
Rhaphidophora lancifolia,34.05,100.62
Rhaphidophora luchunensis,35.86,104.2
Rhaphidophora peepla,27.7686,98.6392
Sauromatum brevipes,33.05,108.25
Sauromatum diversifolium,28.85,85.29
Sauromatum giganteum,35.86,104.2
Sauromatum horsfieldii,26.122698,98.575256
Sauromatum venosum,35.86,104.2
Spirodela polyrhiza,32.3,118.3
Typhonium blumei,22.012053,100.785477
Typhonium mangkamense,35.86,104.2
Wolffia globosa,22.696186,113.836811
Tofieldia divergens,27.129286,100.234573
Tofieldia thibetica,38.073254,104.69114
Alisma gramineum,38.62,103.09
Alisma orientale,43.6,116.65
Sagittaria trifolia,45.354,129.542
Blyxa japonica,23.127041,113.341527
Hydrilla verticillata,44.338,129.484
Hydrocharis dubia,30.39,119.96
Najas marina,51.73,126.67
Najas minor,38.88,115.88
Ottelia acuminata var. acuminata,35.86,104.2
Ottelia alismoides,41.832,126.945
Vallisneria natans,29.23,117.14
Scheuchzeria palustris,32.3,84.07
Triglochin maritima,35.86,104.2
Triglochin palustris,46.29,122.93
Potamogeton compressus,41.451,127.92
Potamogeton crispus,30.94,120.13
Potamogeton distinctus,28.02527,98.62027
Potamogeton gramineus,42.78,128.51
Potamogeton leptanthus,38.073254,104.69114
Potamogeton lucens,35.86,104.2
Potamogeton maackianus,36.519977,103.891767
Potamogeton nanus,34.882085,106.812269
Potamogeton natans,26.43,110.85
Potamogeton nodosus,41.220225,80.215804
Potamogeton obtusifolius,35.81,108.01
Potamogeton oxyphyllus,25.584234,100.222124
Potamogeton pectinatus,38.88,115.88
Potamogeton perfoliatus,44.82,125.92
Potamogeton polygonifolius,22.929376,112.044025
Potamogeton pusillus,40.5,117.09
Potamogeton recurvatus,36.519977,103.891767
Potamogeton wrightii,41.156223,119.312134
Stuckenia filiformis,27.5,89
Stuckenia pamirica,28.15,89.3
Zannichellia palustris,35.86,104.2
Zannichellia qinghaiensis,35.0228,98.8606
Ruppia maritima,29.95,121.72
Aletris alpestris,27.03332,100.17733
Aletris capitata,30.066708,102.758313
Aletris glabra,30.511499,103.481974
Aletris glandulifera,28.262715,103.571742
Aletris gracilis,27.62,98.63
Aletris laxiflora,30.511499,103.481974
Aletris pauciflora var. khasiana,29.1025,99.6708
Aletris pauciflora var. pauciflora,27.928607,101.279419
Aletris stenoloba,31.114073,109.87945
Dioscorea alata,32.1,118.3
Dioscorea althaeoides,26.43,110.85
Dioscorea aspersa,26.56023,100.17643
Dioscorea bicolor,26.622222,101.586111
Dioscorea biformifolia,25.841921,98.857727
Dioscorea birmanica,25.444719,98.861946
Dioscorea bulbifera,35.86,104.2
Dioscorea cirrhosa,22.585599,114.203565
Dioscorea collettii,29.395394,120.166365
Dioscorea cumingii,22.983563,103.687613
Dioscorea decipiens,22.01071,100.799775
Dioscorea deltoidea,28.85,85.29
Dioscorea hemsleyi,35.86,104.2
Dioscorea hispida,21.957355,100.452547
Dioscorea kamoonensis,28.035,98.6
Dioscorea martini,0,0
Dioscorea melanophyma,0,0
Dioscorea nanlaensis,35.86,104.2
Dioscorea nipponica,25.909859,109.172836
Dioscorea nitens,24.580446,99.92854
Dioscorea panthaica,35.86,104.2
Dioscorea parviflora,35.86,104.2
Dioscorea pentaphylla,25.166111,116.193611
Dioscorea persimilis,23.127041,113.341527
Dioscorea polystachya,21.481222,101.566879
Dioscorea subcalva,24.68123,105.334672
Dioscorea velutipes,27.7388,98.3489
Dioscorea xizangensis,35.86,104.2
Dioscorea yunnanensis,18.745108,109.17663
Acanthochlamys bracteata,28.93,99.79
Stemona mairei,28.354403,99.229875
