拉丁名,纬度-Latitude,经度 - Longitude
Stenoseris tenuis,27.48,88.9
Syncalathium chrysocephalum,31.1094,96.8744
Syncalathium disciforme,33.451683,99.44748
Syncalathium kawaguchii,31.1661,97.3006
Syncalathium roseum,33.451683,99.44748
Syncalathium souliei,35.86,104.2
Synotis auriculata,38.72771,105.948911
Synotis muliensis,29.6008,102.068
Synotis otophylla,38.72771,105.948911
Synotis setchuanensis,30.055305,101.96483
Synotis solidaginea,30.0067,93.0017
Synotis xantholeuca,35.86,104.2
Taraxacum calanthodium,30.055305,101.96483
Taraxacum centrasiaticum,39.333333,106.983333
Taraxacum chionophilum,30.023401,108.185012
Taraxacum dasypodum,26.876096,100.229945
Taraxacum forrestii,30.350228,95.474417
Taraxacum glaucophyllum,28.932073,99.79929
Taraxacum grypodon,29.85,95.76
Taraxacum lanigerum,27.177166,99.28717
Taraxacum ludlowii,31.712092,88.118532
Taraxacum lugubre,30,99
Taraxacum maurocarpum,28.5733,99.8117
Taraxacum qirae,39.06,113.61
Taraxacum stenoceras,36.92697,101.685623
Taraxacum suberiopodum,27.928607,101.279419
Tephroseris rufa,34.593056,103.508333
Xanthopappus subacaulis,38,102
Youngia hastiformis,29.914155,102.234618
Youngia kangdingensis,30.05,101.96
Youngia paleacea,31.82,108.62
Youngia pilifera,29.000343,101.507299
Youngia terminalis,29.4,110.15
Impatiens apsotis,29.5833,102.039
Impatiens bahanensis,35.86,104.2
Impatiens barbata,29.037008,100.298406
Impatiens chiulungensis,25.0167,102.6833
Impatiens conaensis,28,91.95
Impatiens crassicaudex,30.65,97.56
Impatiens delavayi,35.86,104.2
Impatiens desmantha,27.7408,98.66
Impatiens fragicolor,29.7786,94.7247
Impatiens gongshanensis,27.740736,98.66582
Impatiens hengduanensis,35.86,104.2
Impatiens infirma,28.93,99.79
Impatiens lingzhiensis,25.0167,102.6833
Impatiens margaritifera,27.8984,98.6947
Impatiens medogensis,29.326875,95.328655
Impatiens microcentra,35.86,104.2
Impatiens muliensis,27.92,101.27
Impatiens mussoti,30.055305,101.96483
Impatiens nubigena,28.48611,98.911543
Impatiens nyimana,29.85,95.76
Impatiens odontopetala,32.44,104.55
Impatiens oligoneura,34.56,105.72
Impatiens scutisepala,29.16,107.1
Impatiens soulieana,31.9822,100.964
Impatiens subecalcarata,29.1411,99.9644
Impatiens taronensis,35.86,104.2
Impatiens tenerrima,30.066708,102.758313
Impatiens tenuibracteata,29.700995,95.523805
Impatiens thiochroa,27.82308,99.706013
Impatiens tomentella,35.86,104.2
Impatiens tortisepala,30.06,102.75
Impatiens torulosa,25.72,116.75
Impatiens toxophora,25.0167,102.6833
Impatiens vittata,30.066708,102.758313
Impatiens waldheimiana,30.055305,101.96483
Impatiens weihsiensis,27.177166,99.28717
Impatiens xanthocephala,27.928607,101.279419
Begonia asperifolia,35.86,104.2
Begonia brevisetulosa,31.008694,103.608072
Begonia gungshanensis,27.683611,98.304167
Berberis agricola,23.625319,105.630906
Berberis approximata,28.8675,99.2458
Berberis asmyana,30,99.1
Berberis batangensis,28.9208,100.284
Berberis brachystachys,33.97,107.24
Berberis bracteata,31.5697,98.3086
Berberis calcipratorum,25.584234,100.222124
Berberis calliantha,0,0
Berberis campylotropa,0,0
Berberis chrysosphaera,35.86,104.2
Berberis concolor,0,0
Berberis contracta,29.4819,96.6497
Berberis coryi,0,0
Berberis crassilimba,30.1469,101.86
Berberis daiana,31.824099,108.629497
Berberis daochengensis,29.03,100.3
Berberis dawoensis,0,0
Berberis delavayi,26.876096,100.229945
Berberis derongensis,0,0
Berberis dictyoneura,30.979541,101.125234
Berberis dictyophylla,27.475833,99.884167
Berberis dumicola,27.933333,98.75
Berberis elliotii,32.775339,103.623545
Berberis erythroclada,0,0
Berberis fengii,34.05,111.05
Berberis forrestii,27.079033,100.261009
Berberis francisci-ferdinandi,31.6467,98.3906
Berberis gilungensis,31.5072,97.3344
Berberis graminea,0,0
Berberis gyalaica,29.24,91.33
Berberis hemsleyana,31.712092,88.118532
Berberis hobsonii,0,0
Berberis humido-umbrosa,24.615701,100.709787
Berberis hypericifolia,0,0
Berberis jamesiana,36.519977,103.891767
Berberis jiulongensis,0,0
Berberis johannis,28.67,97.47
Berberis kangdingensis,30.05,101.97
Berberis kartanica,28.85,85.29
Berberis kongboensis,28.7433,101.681
Berberis lecomtei,30.055305,101.96483
Berberis lijiangensis,26.876096,100.229945
Berberis longispina,28.36,87.76
Berberis lubrica,30.63,119.68
Berberis ludlowii,27.6961,98.4553
Berberis luhuoensis,31.4,100.68
Berberis medogensis,29.326875,95.328655
Berberis mekongensis,32.2989,100.026
Berberis metapolyantha,29.03,100.3
Berberis mianningensis,23.880344,100.092756
Berberis muliensis,31.8131,99.7178
Berberis multicaulis,28.67,87.12
Berberis multiovula,30.07,102.75
Berberis multiserrata,30.1711,97.3336
Berberis nullinervis,29.68,89.1
Berberis nutanticarpa,27.177166,99.28717
Berberis obovatifolia,25.673893,98.660553
Berberis pallens,35.86,104.2
Berberis papillifera,25.8833,100.017
Berberis parapruinosa,28.17,85.98
Berberis pingwuensis,30.91,102.54
Berberis platyphylla,28.48611,98.911543
Berberis polyantha,31.7781,101.324
Berberis prattii,28.333333,98.666667
Berberis pseudoamoena,28.27,103.57
Berberis pulangensis,30.3,81.17
Berberis racemulosa,39.71,75.25
Berberis reticulinervis,27.928607,101.279419
Berberis retusa,29.037008,100.298406
Berberis sabulicola,40.133102,116.320516
Berberis sherriffii,31.712092,88.118532
Berberis sichuanica,30.23722,99.25306
Berberis stiebritziana,28.48611,98.911543
Berberis taronensis,35.86,104.2
Berberis taylorii,29.333333,94.283333
Berberis temolaica,29.62,94.68
Berberis tenuipedicellata,29,101.5
Berberis tischleri,29.2739,98.6728
Berberis tomentulosa,35.86,104.2
Berberis trichiata,29.68,98.6
Berberis tsangpoensis,31.68115,103.853481
Berberis tsarica,33.38,79.73
Berberis tsarongensis,25.8667,100.033
Berberis umbratica,29.6719,94.719
Berberis vernae,30.979541,101.125234
Berberis vinifera,28.17,85.98
Berberis weixiensis,27.074358,99.881935
Berberis xanthophlaea,31.712092,88.118532
Berberis yunnanensis,35.86,104.2
Berberis zayulana,31.712092,88.118532
Dysosma tsayuensis,29.8186,94.7172
Epimedium elongatum,30.055305,101.96483
Epimedium flavum,30.06,102.75
Epimedium pauciflorum,31.699997,103.849997
Mahonia calamicaulis,29.32,95.33
Mahonia monyulensis,31.712092,88.118532
Mahonia taronensis,29.32,95.33
Betula bomiensis,30.4578,100.302
Betula calcicola,28.713041,99.286333
Betula delavayi,35.86,104.2
Betula jiulungensis,29,101.5
Betula potaninii,31.4881,98.2233
Betula rhombibracteata,28.48611,98.911543
Carpinus sungpanensis,30.911944,102.546111
Corylus wangii,31.37,109.62
Ostryopsis nobilis,27.446908,100.290082
Catalpa tibetica,35.86,104.2
Incarvillea altissima,30.93917,100.311366
Incarvillea beresowskii,31.499202,98.218428
Incarvillea compacta,33.1275,97.4622
Incarvillea delavayi,29.72,98.8
Incarvillea dissectifoliola,28.319191,99.757347
Incarvillea forrestii,27.079451,100.258446
Incarvillea lutea,28.6003,100.287
Incarvillea mairei,26.876096,100.229945
Incarvillea younghusbandii,28.897478,90.225189
Cynoglossum triste,27.931559,99.614517
Eritrichium acicularum,36.63,101.2
Eritrichium angustifolium,29.14,92.59
Eritrichium axillare,35.261667,98.9825
Eritrichium deqinense,28.48611,98.911543
Eritrichium echinocaryum,28.48611,98.911543
Eritrichium gracile,31.47,79.8
Eritrichium hemisphaericum,33.38,79.73
Eritrichium heterocarpum,35.14,100.61
Eritrichium humillimum,32.829722,96.898889
Eritrichium kangdingense,30.055305,101.96483
Eritrichium lasiocarpum,30.93,88.7
Eritrichium laxum,28.48611,98.911543
Eritrichium longifolium,37.62,78.28
Eritrichium longipes,32.77,96.67
Eritrichium medicarpum,34.7078,100.244
Eritrichium pectinatociliatum,33.85,95.62
Eritrichium petiolare,30.29,81.17
Eritrichium qofengense,28.65,87.12
Eritrichium sessilifructum,28.48611,98.911543
Eritrichium sinomicrocarpum,32.9256,97.2661
Eritrichium tangkulaense,33.742778,97.125
Hackelia difformis,27.605278,99.885833
Lappula caespitosa,31.47,79.8
Lappula ferganensis,43.15,81.12
Lappula himalayensis,31.47,79.8
Lasiocaryum trichocarpum,29.0019,99.7428
Mattiastrum himalayense,31.47,79.8
Metaeritrichium microuloides,34.365,100.193
Microula blepharolepis,29.85,102.25
Microula ciliaris,29.037008,100.298406
Microula diffusa,32.075,97.0386
Microula efoveolata,27.928607,101.279419
Microula floribunda,31.11667,101.13333
Microula hispidissima,28.17,85.98
Microula involucriformis,30.368117,102.81464
Microula jilongensis,28.85,85.29
Microula leiocarpa,28.48611,98.911543
Microula longipes,32.66667,102.91667
Microula longituba,29.67,97.84
Microula muliensis,27.928607,101.279419
Microula myosotidea,28.932073,99.79929
Microula oblongifolia,29.037008,100.298406
Microula ovalifolia,30.055305,101.96483
Microula polygonoides,28.48611,98.911543
Microula pseudotrichocarpa,29.9951,94.0217
Microula rockii,32.752222,103.746111
Microula spathulata,33.14,97.5
Microula stenophylla,34.3108,99.1814
Microula tangutica,34.1278,97.6578
Microula younghusbandii,31.8331,96.4883
Onosma adenopus,29.1031,99.6319
Onosma album,27.82308,99.706013
Onosma glomeratum,29.27,88.88
Onosma liui,29.357618,110.449846
Onosma maaikangense,29.67,97.84
Onosma mertensioides,26.634503,102.577962
Onosma multiramosum,31.68115,103.853481
Onosma nangqienense,28.385,98.78583
Onosma sinicum,34.188997,105.178599
Onosma waddellii,31.1,97.19
Onosma waltonii,29.27,88.88
Onosma wardii,26.655322,102.244617
Onosma yajiangense,30.031529,101.014427
Onosma zayuense,35.86,104.2
Trigonotis barkamensis,31.905842,102.206261
Trigonotis bracteata,29.85,95.76
Trigonotis cinereifolia,29.85,95.76
Trigonotis corispermoides,31.905842,102.206261
Trigonotis delicatula,26.876096,100.229945
Trigonotis gracilipes,28.650694,98.621167
Trigonotis leucantha,30.98,101.12
Trigonotis longipes,28.650694,98.621167
Trigonotis longiramosa,28.650694,98.621167
Trigonotis muliensis,31.302778,97.959444
Trigonotis petiolaris,31.9181,96.4608
Trigonotis rockii,30.0009,94.2053
Trigonotis rotundata,36.519977,103.891767
Trikeraia pappiformis,31.084,103.267
Baimashania pulvinata,28.48611,98.911543
Cardamine caroides,29,101.5
Cardamine franchetiana,28.8164,99.2158
Cardamine gracilis,27.82308,99.706013
Cardamine microzyga,29.155,100.088
Cardamine multiflora,30.36,102.81
Cardamine purpurascens,28.54,102.17
Cardamine rockii,30.93,100.31
Cardamine simplex,27.82308,99.706013
Chorispora tashkorganica,38.276111,74.918333
Christolea niyaensis,37.31,75.42
Desideria baiogoinensis,31.39,90
Desideria prolifera,29.7108,98.0025
Dilophia ebracteata,34.365,100.193
Dipoma iberideum,28.54,102.17
Dontostemon tibeticus,33.14,97.4981
Draba calcicola,27.82308,99.706013
Draba draboides,31.3417,97.7108
Draba handelii,35.86,104.2
Draba involucrata,27.793619,99.586174
Draba juncunda,38.073254,104.69114
Draba linearifolia,30.17,97.28
Draba matangensis,31.8503,102.67
Draba nylamensis,28.17,85.98
Draba oreodoxa,27.03332,100.17733
Draba remotiflora,32.583333,103.833333
Draba senilis,26.876096,100.229945
Draba serpens,29.9,94.87
Draba surculosa,29.49,103.39
Draba yunnanensis,29.3342,101.499
Draba zangbeiensis,31.3506,97.6828
Erysimum forrestii,27.778257,99.593117
Erysimum handel-mazzettii,28.401194,99.449791
Erysimum roseum,34.78,92.88
Erysimum wardii,29.33,89.97
Eutrema fontanum,30.182778,99.9925
Eutrema verticillatum,28.3,99.166667
Hemilophia franchetii,24.976725,101.487417
Hemilophia pulchella,27.42,101.5
Hemilophia rockii,29.1531,101.407
Hemilophia sessilifolia,28.576389,99.85
Phaeonychium villosum,31.3417,97.7108
Platycraspedum tibeticum,30.055305,101.96483
Platycraspedum wuchengyii,31.8,98.58
Sinosophiopsis bartholomewii,35.773359,96.04683
Sisymbriopsis pamirica,37.77,75.22
Sisymbriopsis yechengnica,37.553055,77.316111
Sisymbrium yunnanense,31.9744,100.941
Solms-laubachia eurycarpa,33.1272,96.7181
Solms-laubachia lanata,29.65,91.12
Solms-laubachia linearifolia,28.48611,98.911543
Solms-laubachia minor,29.578333,99.825833
Solms-laubachia pulcherrima,28.537778,99
Solms-laubachia retropilosa,29.1461,100.038
Solms-laubachia xerophyta,27.82308,99.706013
Thlaspi flagelliferum,29.49,103.39
Thlaspi yunnanense,29.63,94.36
Buxus rugulosa,29.08,93.08
Adenophora brevidiscifera,27.42,101.5
Adenophora jasionifolia,31.3,97.98
Adenophora liliifolioides,28.7672,99.87
Adenophora lobophylla,30.87,101.89
Campanula calcicola,27.92,101.27
Campanula chinensis,35.86,104.2
Campanula crenulata,27.42,101.5
Campanula delavayi,27.92,101.27
Campanula glomeratoides,29.85,95.76
Codonopsis alpina,35.86,104.2
Codonopsis bulleyana,27.787725,99.580017
Codonopsis canescens,32.265516,100.978754
Codonopsis chimiliensis,35.86,104.2
Codonopsis chlorocodon,28.932073,99.79929
Codonopsis cordifolioidea,35.86,104.2
Codonopsis gombalana,35.86,104.2
Codonopsis hirsuta,27.92,101.27
Codonopsis levicalyx,25.13638,102.74055
Codonopsis meleagris,27,100.211944
Codonopsis pianmaensis,35.86,104.2
Codonopsis rosulata,27.42,101.5
Codonopsis subglobosa,28.537778,99
Codonopsis subscaposa,31.178803,102.758121
Cyananthus fasciculatus,31.08,103.26
Cyananthus formosus,28.5858,99.8372
Cyananthus lichiangensis,30.881715,102.939847
Cyananthus macrocalyx,28.401091,99.451424
Cyananthus sericeus,29.03,100.3
Homocodon pedicellatus,29.6033,102.073
Leptocodon hirsutus,35.86,104.2
Abelia buddleioides,29.08,93.08
Abelia forrestii,26.850444,100.179889
Dipsacus chinensis,28.66,97.46
Lonicera litangensis,29.1239,99.9967
Lonicera oreodoxa,32.67,103.83
Lonicera sublabiata,30.979541,101.125234
Lonicera trichosantha,30.055305,101.96483
Lonicera tubuliflora,29.63,94.36
Morina chlorantha,29.000343,101.507299
Morina kokonorica,29.7014,92.2153
Patrinia speciosa,29.9,94.87
Patrinia trifoliata,25.31805,101.03222
Pterocephalus bretschneideri,29.08,93.08
Valeriana barbulata,35.86,104.2
Valeriana daphniflora,27.4,102.17
Valeriana flagellifera,36.92,101.68
Valeriana hirticalyx,32.2,96.48
Valeriana meonantha,35.52,102.02
Valeriana minutiflora,28.66,97.46
Valeriana sichuanica,27.92,101.27
Valeriana stenoptera,30.05,101.96
Valeriana trichostoma,28.5733,99.8117
Arenaria acicularis,29.65,91.12
Arenaria aksayqingensis,37.599998,76.783333
Arenaria amdoensis,29.68,89.1
Arenaria auricoma,28.48,98.92
Arenaria barbata,28.66,97.46
Arenaria baxoiensis,30.05,96.91
Arenaria bomiensis,30.4578,100.302
Arenaria brevipetala,29,101.5
Arenaria chamdoensis,32.27,96.22
Arenaria ciliolata,32,90
Arenaria delavayi,35.86,104.2
Arenaria dimorphitricha,29.2189,101.516
Arenaria dsharaensis,30.878627,101.89063
Arenaria euodonta,35.86,104.2
Arenaria filipes,27.928607,101.279419
Arenaria forrestii,29.9,94.87
Arenaria fridericae,27.82308,99.706013
Arenaria galliformis,32.3,84.07
Arenaria gerzeensis,37.62,78.28
Arenaria haitzeshanensis,31.8,98.58
Arenaria inconspicua,35.86,104.2
Arenaria inornata,28.48,98.92
Arenaria ischnophylla,30.05,101.96
Arenaria kansuensis,32.3169,96.6267
Arenaria lancangensis,29.63,94.36
Arenaria leucasteria,31,102.37
Arenaria littledalei,29.04,93.07
Arenaria longipes,27.928607,101.279419
Arenaria longipetiolata,27.928607,101.279419
Arenaria longistyla,28.93,99.79
Arenaria melandryiformis,30.47,91.09
Arenaria membranisepala,37.599998,76.783333
Arenaria microstella,29.03,100.3
Arenaria minima,27.928607,101.279419
Arenaria monantha,31.712092,88.118532
Arenaria monilifera,29.22,94.22
Arenaria monosperma,29.68,89.09
Arenaria napuligera,27.776129,99.602592
Arenaria pogonantha,29.49,103.39
Arenaria polysperma,35.86,104.2
Arenaria polytrichoides,29.77,84.03
Arenaria przewalskii,34.4692,100.393
Arenaria pseudostellaria,30.86,102.69
Arenaria puranensis,28.12,87.33
Arenaria qinghaiensis,32.51,91.83
Arenaria quadridentata,31.37,109.62
Arenaria ramellata,30.05,96.91
Arenaria reducta,28.48611,98.911543
Arenaria rhodantha,29.14,92.59
Arenaria roborowskii,33.376944,100.29
Arenaria rockii,29.3858,100.149
Arenaria roseiflora,28.4,98.4
Arenaria saginoides,31.39,90
Arenaria salweenensis,35.86,104.2
Arenaria schneideriana,27.82308,99.706013
Arenaria setifera,30.05,101.96
Arenaria shannanensis,28.48611,98.911543
Arenaria smithiana,35.86,104.2
Arenaria spathulifolia,29.1381,99.3342
Arenaria trichophora,28.66,97.46
Arenaria trichophylla,27.928607,101.279419
Arenaria tumengelaensis,32.27,91.68
Arenaria weissiana,32.26,91.68
Arenaria xerophila,26.876096,100.229945
Arenaria yulongshanensis,29.7017,98.5256
Arenaria zadoiensis,34.73,101.6
Arenaria zhongdianensis,29.1031,99.6319
Cerastium szechuense,30.05,101.96
Pseudostellaria tibetica,31.5,98.22
Silene adenocalyx,29.85,95.76
Silene atrocastanea,36.519977,103.891767
Silene atsaensis,29.85,95.76
Silene batangensis,30,99.1
Silene bilingua,30,99.1
Silene cardiopetala,31.05,109.41
Silene chodatii,29.03,92.35
Silene chungtienensis,28.661276,97.466916
Silene davidii,28.8164,99.2158
Silene dawoensis,28.93,99.79
Silene delavayi,27.03,100.23
Silene dumetosa,27.82308,99.706013
Silene esquamata,31.37,109.62
Silene gracilenta,27.82308,99.706013
Silene grandiflora,26.56023,100.17643
Silene herbilegorum,28.93,99.79
Silene huguettiae,28.93,99.79
Silene kialensis,31.62,99.99
Silene lamarum,27.928607,101.279419
Silene lhassana,31.712092,88.118532
Silene lichiangensis,36.519977,103.891767
Silene lineariloba,26.876096,100.229945
Silene melanantha,26.11116,99.951049
Silene monbeigii,29.6375,98.90833
Silene muliensis,27.928607,101.279419
Silene multifurcata,28,91.95
Silene namlaensis,29.63,94.36
Silene nangqenensis,32.27,96.22
Silene napuligera,31.8,98.58
Silene oblanceolata,36.519977,103.891767
Silene principis,28.7817,99.3075
Silene pubicalycina,27.82308,99.706013
Silene puranensis,28.85,85.3
Silene rosiflora,28.48611,98.911543
Silene rubricalyx,32,90
Silene subcretacea,29.620758,94.933625
Silene trachyphylla,32.27,96.22
Silene wardii,30.42,93.83
Silene yetii,29.037008,100.298406
Silene yunnanensis,35.86,104.2
Silene zhongbaensis,30.47,91.09
Silene zhoui,29.65,91.12
Stellaria arenarioides,35.68,94.23
Stellaria delavayi,26.655322,102.244617
Stellaria dianthifolia,29.32,89.95
Stellaria gyirongensis,29.32,95.33
Stellaria lanipes,35.86,104.2
Stellaria mainlingensis,28.932073,99.79929
Stellaria oxycoccoides,26.09196,120.54154
Stellaria petiolaris,35.86,104.2
Stellaria pilosoides,25.974058,98.684998
Stellaria pusilla,26.09196,120.54154
Stellaria souliei,29.1025,99.6708
Stellaria tibetica,27.129292,100.235176
Stellaria uda,32.978959,98.1029
Stellaria zangnanensis,27.69,98.3008
Celastrus xizangensis,29.32483,95.326681
Euonymus clivicolus,35.86,104.2
Euonymus lichiangensis,26.856667,100.180278
Euonymus ternifolius,28.54,102.17
Microtropis sphaerocarpa,27.6945,98.284798
Parnassia angustipetala,27.93,101.28
Parnassia cacuminum,32.77,96.67
Parnassia davidii,24.175587,110.235565
Parnassia degeensis,28.1304,99.8534
Parnassia deqenensis,27.82308,99.706013
Parnassia filchneri,27.928607,101.279419
Parnassia humilis,32.27,91.68
Parnassia kangdingensis,30.86,102.681389
Parnassia labiata,30.37,102.82
Parnassia lanceolata,26.12,99.95
Parnassia leptophylla,29.49,103.39
Parnassia lijiangensis,26.6582,99.6857
Parnassia longipetala,35.86,104.2
Parnassia lutea,29.78,94.72
Parnassia noemiae,31.824099,108.629497
Parnassia qinghaiensis,33.2975,100.432
Parnassia scaposa,29.62,94.58
Parnassia submysorensis,27.82308,99.706013
Parnassia subscaposa,28.48,98.92
Parnassia trinervis,31.18,91.8
Parnassia yanyuanensis,30.055305,101.96483
Parnassia yui,35.86,104.2
Parnassia yulongshanensis,29.7017,98.5256
Parnassia yunnanensis,28.48611,98.911543
Garcinia nujiangensis,27.6978,98.2908
Tricarpelema xizangense,24.82,97.74
Cuscuta macrolepis,28,91.95
Ipomoea hirtifolia,28.85,85.29
Costus oblongus,35.86,104.2
Kungia aliciae,36.519977,103.891767
Ohbaea balfourii,27.92,101.27
Rhodiola alsia,28.48611,98.911543
Rhodiola alterna,31.480245,93.679637
Rhodiola chrysanthemifolia,28.48611,98.911543
Rhodiola forrestii,29.2189,101.516
